,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata,labels_single
1985,1985,0022_059_09252-09316_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_059_09252-09316_11', 'start_frame': 9188, 'end_frame': 9252, 'label': [11], 'view': 'center', 'filenames': '0022_059_09252-09316_11.mp4', 'durations': 64}",11
1986,1986,0022_060_09329-09393_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_060_09329-09393_11', 'start_frame': 9252, 'end_frame': 9316, 'label': [11], 'view': 'center', 'filenames': '0022_060_09329-09393_11.mp4', 'durations': 64}",11
1987,1987,0022_061_09387-09451_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_061_09387-09451_4', 'start_frame': 9329, 'end_frame': 9393, 'label': [4], 'view': 'center', 'filenames': '0022_061_09387-09451_4.mp4', 'durations': 64}",4
1988,1988,0022_062_09694-09758_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_062_09694-09758_4', 'start_frame': 9387, 'end_frame': 9451, 'label': [4], 'view': 'center', 'filenames': '0022_062_09694-09758_4.mp4', 'durations': 64}",4
1989,1989,0022_063_10109-10173_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_063_10109-10173_4', 'start_frame': 9694, 'end_frame': 9758, 'label': [4], 'view': 'center', 'filenames': '0022_063_10109-10173_4.mp4', 'durations': 64}",4
1990,1990,0022_064_10521-10585_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_064_10521-10585_4', 'start_frame': 10109, 'end_frame': 10173, 'label': [4], 'view': 'center', 'filenames': '0022_064_10521-10585_4.mp4', 'durations': 64}",4
1992,1992,0022_066_11198-11262_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_066_11198-11262_7', 'start_frame': 10557, 'end_frame': 10621, 'label': [7], 'view': 'center', 'filenames': '0022_066_11198-11262_7.mp4', 'durations': 64}",7
1993,1993,0022_067_11832-11896_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_067_11832-11896_4', 'start_frame': 11198, 'end_frame': 11262, 'label': [4], 'view': 'center', 'filenames': '0022_067_11832-11896_4.mp4', 'durations': 64}",4
1994,1994,0022_068_12388-12452_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_068_12388-12452_4', 'start_frame': 11832, 'end_frame': 11896, 'label': [4], 'view': 'center', 'filenames': '0022_068_12388-12452_4.mp4', 'durations': 64}",4
1995,1995,0022_069_12666-12730_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_069_12666-12730_4', 'start_frame': 12388, 'end_frame': 12452, 'label': [4], 'view': 'center', 'filenames': '0022_069_12666-12730_4.mp4', 'durations': 64}",4
1996,1996,0022_070_13043-13107_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_070_13043-13107_4', 'start_frame': 12666, 'end_frame': 12730, 'label': [4], 'view': 'center', 'filenames': '0022_070_13043-13107_4.mp4', 'durations': 64}",4
1997,1997,0022_071_13898-13962_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_071_13898-13962_4', 'start_frame': 13043, 'end_frame': 13107, 'label': [4], 'view': 'center', 'filenames': '0022_071_13898-13962_4.mp4', 'durations': 64}",4
1998,1998,0022_072_14594-14658_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_072_14594-14658_6', 'start_frame': 13898, 'end_frame': 13962, 'label': [6], 'view': 'center', 'filenames': '0022_072_14594-14658_6.mp4', 'durations': 64}",6
1999,1999,0022_073_14926-14990_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_073_14926-14990_4', 'start_frame': 14594, 'end_frame': 14658, 'label': [4], 'view': 'center', 'filenames': '0022_073_14926-14990_4.mp4', 'durations': 64}",4
2000,2000,0022_074_15177-15241_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_074_15177-15241_4', 'start_frame': 14926, 'end_frame': 14990, 'label': [4], 'view': 'center', 'filenames': '0022_074_15177-15241_4.mp4', 'durations': 64}",4
2001,2001,0022_075_16231-16295_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_075_16231-16295_4', 'start_frame': 15177, 'end_frame': 15241, 'label': [4], 'view': 'center', 'filenames': '0022_075_16231-16295_4.mp4', 'durations': 64}",4
2002,2002,0022_076_16420-16484_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_076_16420-16484_4', 'start_frame': 16231, 'end_frame': 16295, 'label': [4], 'view': 'center', 'filenames': '0022_076_16420-16484_4.mp4', 'durations': 64}",4
2003,2003,0022_077_16672-16736_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_077_16672-16736_4', 'start_frame': 16420, 'end_frame': 16484, 'label': [4], 'view': 'center', 'filenames': '0022_077_16672-16736_4.mp4', 'durations': 64}",4
2004,2004,0022_078_17119-17183_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_078_17119-17183_4', 'start_frame': 16672, 'end_frame': 16736, 'label': [4], 'view': 'center', 'filenames': '0022_078_17119-17183_4.mp4', 'durations': 64}",4
2005,2005,0022_079_17405-17469_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_079_17405-17469_4', 'start_frame': 17119, 'end_frame': 17183, 'label': [4], 'view': 'center', 'filenames': '0022_079_17405-17469_4.mp4', 'durations': 64}",4
2006,2006,0022_080_17667-17731_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_080_17667-17731_4', 'start_frame': 17405, 'end_frame': 17469, 'label': [4], 'view': 'center', 'filenames': '0022_080_17667-17731_4.mp4', 'durations': 64}",4
2007,2007,0022_081_18071-18135_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_081_18071-18135_4', 'start_frame': 17667, 'end_frame': 17731, 'label': [4], 'view': 'center', 'filenames': '0022_081_18071-18135_4.mp4', 'durations': 64}",4
2008,2008,0022_082_18257-18321_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_082_18257-18321_4', 'start_frame': 18071, 'end_frame': 18135, 'label': [4], 'view': 'center', 'filenames': '0022_082_18257-18321_4.mp4', 'durations': 64}",4
2009,2009,0022_083_18321-18385_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_083_18321-18385_4', 'start_frame': 18257, 'end_frame': 18321, 'label': [4], 'view': 'center', 'filenames': '0022_083_18321-18385_4.mp4', 'durations': 64}",4
2010,2010,0022_084_18648-18712_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_084_18648-18712_4', 'start_frame': 18321, 'end_frame': 18385, 'label': [4], 'view': 'center', 'filenames': '0022_084_18648-18712_4.mp4', 'durations': 64}",4
2011,2011,0022_085_18712-18776_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0022_085_18712-18776_12', 'start_frame': 18648, 'end_frame': 18712, 'label': [12], 'view': 'center', 'filenames': '0022_085_18712-18776_12.mp4', 'durations': 64}",12
2013,2013,0022_087_18934-18998_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_087_18934-18998_6', 'start_frame': 18730, 'end_frame': 18794, 'label': [6], 'view': 'center', 'filenames': '0022_087_18934-18998_6.mp4', 'durations': 64}",6
2014,2014,0022_088_19083-19147_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_088_19083-19147_4', 'start_frame': 18934, 'end_frame': 18998, 'label': [4], 'view': 'center', 'filenames': '0022_088_19083-19147_4.mp4', 'durations': 64}",4
2015,2015,0022_089_19131-19195_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_089_19131-19195_13', 'start_frame': 19083, 'end_frame': 19147, 'label': [13], 'view': 'center', 'filenames': '0022_089_19131-19195_13.mp4', 'durations': 64}",13
2016,2016,0022_090_19308-19372_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_090_19308-19372_13', 'start_frame': 19131, 'end_frame': 19195, 'label': [13], 'view': 'center', 'filenames': '0022_090_19308-19372_13.mp4', 'durations': 64}",13
2017,2017,0022_091_19375-19439_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0022_091_19375-19439_12', 'start_frame': 19308, 'end_frame': 19372, 'label': [12], 'view': 'center', 'filenames': '0022_091_19375-19439_12.mp4', 'durations': 64}",12
2018,2018,0022_092_19571-19635_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_092_19571-19635_13', 'start_frame': 19375, 'end_frame': 19439, 'label': [13], 'view': 'center', 'filenames': '0022_092_19571-19635_13.mp4', 'durations': 64}",13
2019,2019,0022_093_19762-19826_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_093_19762-19826_4', 'start_frame': 19571, 'end_frame': 19635, 'label': [4], 'view': 'center', 'filenames': '0022_093_19762-19826_4.mp4', 'durations': 64}",4
2023,2023,0022_097_19959-20023_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_097_19959-20023_13', 'start_frame': 19895, 'end_frame': 19959, 'label': [13], 'view': 'center', 'filenames': '0022_097_19959-20023_13.mp4', 'durations': 64}",13
2024,2024,0022_098_20060-20124_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_098_20060-20124_13', 'start_frame': 19959, 'end_frame': 20023, 'label': [13], 'view': 'center', 'filenames': '0022_098_20060-20124_13.mp4', 'durations': 64}",13
2025,2025,0022_099_20152-20216_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_099_20152-20216_13', 'start_frame': 20060, 'end_frame': 20124, 'label': [13], 'view': 'center', 'filenames': '0022_099_20152-20216_13.mp4', 'durations': 64}",13
2026,2026,0022_100_20216-20280_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_100_20216-20280_11', 'start_frame': 20152, 'end_frame': 20216, 'label': [11], 'view': 'center', 'filenames': '0022_100_20216-20280_11.mp4', 'durations': 64}",11
2028,2028,0022_102_20590-20654_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_102_20590-20654_7', 'start_frame': 20201, 'end_frame': 20265, 'label': [7], 'view': 'center', 'filenames': '0022_102_20590-20654_7.mp4', 'durations': 64}",7
2029,2029,0022_103_20705-20769_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_103_20705-20769_4', 'start_frame': 20590, 'end_frame': 20654, 'label': [4], 'view': 'center', 'filenames': '0022_103_20705-20769_4.mp4', 'durations': 64}",4
2033,2033,0022_107_21378-21442_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_107_21378-21442_13', 'start_frame': 20803, 'end_frame': 20867, 'label': [13], 'view': 'center', 'filenames': '0022_107_21378-21442_13.mp4', 'durations': 64}",13
2034,2034,0022_108_21589-21653_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_108_21589-21653_4', 'start_frame': 21378, 'end_frame': 21442, 'label': [4], 'view': 'center', 'filenames': '0022_108_21589-21653_4.mp4', 'durations': 64}",4
2037,2037,0022_111_21766-21830_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_111_21766-21830_7', 'start_frame': 21646, 'end_frame': 21710, 'label': [7], 'view': 'center', 'filenames': '0022_111_21766-21830_7.mp4', 'durations': 64}",7
2038,2038,0022_112_21830-21894_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_112_21830-21894_8', 'start_frame': 21766, 'end_frame': 21830, 'label': [8], 'view': 'center', 'filenames': '0022_112_21830-21894_8.mp4', 'durations': 64}",8
2039,2039,0022_113_21865-21929_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_113_21865-21929_8', 'start_frame': 21830, 'end_frame': 21894, 'label': [8], 'view': 'center', 'filenames': '0022_113_21865-21929_8.mp4', 'durations': 64}",8
2040,2040,0022_114_21929-21993_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_114_21929-21993_8', 'start_frame': 21865, 'end_frame': 21929, 'label': [8], 'view': 'center', 'filenames': '0022_114_21929-21993_8.mp4', 'durations': 64}",8
2041,2041,0022_115_22028-22092_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_115_22028-22092_8', 'start_frame': 21929, 'end_frame': 21993, 'label': [8], 'view': 'center', 'filenames': '0022_115_22028-22092_8.mp4', 'durations': 64}",8
2042,2042,0022_116_22176-22240_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_116_22176-22240_4', 'start_frame': 22028, 'end_frame': 22092, 'label': [4], 'view': 'center', 'filenames': '0022_116_22176-22240_4.mp4', 'durations': 64}",4
2047,2047,0022_121_22626-22690_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_121_22626-22690_4', 'start_frame': 22268, 'end_frame': 22332, 'label': [4], 'view': 'center', 'filenames': '0022_121_22626-22690_4.mp4', 'durations': 64}",4
2049,2049,0022_123_22725-22789_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_123_22725-22789_7', 'start_frame': 22665, 'end_frame': 22729, 'label': [7], 'view': 'center', 'filenames': '0022_123_22725-22789_7.mp4', 'durations': 64}",7
2050,2050,0022_124_22998-23062_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_124_22998-23062_4', 'start_frame': 22725, 'end_frame': 22789, 'label': [4], 'view': 'center', 'filenames': '0022_124_22998-23062_4.mp4', 'durations': 64}",4
2051,2051,0022_125_23132-23196_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_125_23132-23196_4', 'start_frame': 22998, 'end_frame': 23062, 'label': [4], 'view': 'center', 'filenames': '0022_125_23132-23196_4.mp4', 'durations': 64}",4
2052,2052,0022_126_23384-23448_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_126_23384-23448_4', 'start_frame': 23132, 'end_frame': 23196, 'label': [4], 'view': 'center', 'filenames': '0022_126_23384-23448_4.mp4', 'durations': 64}",4
2053,2053,0022_127_23511-23575_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_127_23511-23575_4', 'start_frame': 23384, 'end_frame': 23448, 'label': [4], 'view': 'center', 'filenames': '0022_127_23511-23575_4.mp4', 'durations': 64}",4
2059,2059,0022_133_24235-24299_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0022_133_24235-24299_12', 'start_frame': 23625, 'end_frame': 23689, 'label': [12], 'view': 'center', 'filenames': '0022_133_24235-24299_12.mp4', 'durations': 64}",12
2060,2060,0022_134_24573-24637_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_134_24573-24637_4', 'start_frame': 24235, 'end_frame': 24299, 'label': [4], 'view': 'center', 'filenames': '0022_134_24573-24637_4.mp4', 'durations': 64}",4
2061,2061,0022_135_24895-24959_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_135_24895-24959_4', 'start_frame': 24573, 'end_frame': 24637, 'label': [4], 'view': 'center', 'filenames': '0022_135_24895-24959_4.mp4', 'durations': 64}",4
2062,2062,0022_136_25041-25105_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_136_25041-25105_4', 'start_frame': 24895, 'end_frame': 24959, 'label': [4], 'view': 'center', 'filenames': '0022_136_25041-25105_4.mp4', 'durations': 64}",4
2063,2063,0022_137_25605-25669_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_137_25605-25669_4', 'start_frame': 25041, 'end_frame': 25105, 'label': [4], 'view': 'center', 'filenames': '0022_137_25605-25669_4.mp4', 'durations': 64}",4
2064,2064,0022_138_25751-25815_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_138_25751-25815_7', 'start_frame': 25605, 'end_frame': 25669, 'label': [7], 'view': 'center', 'filenames': '0022_138_25751-25815_7.mp4', 'durations': 64}",7
2067,2067,0023_001_04503-04567_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_001_04503-04567_6', 'start_frame': 4048, 'end_frame': 4112, 'label': [6], 'view': 'center', 'filenames': '0023_001_04503-04567_6.mp4', 'durations': 64}",6
2069,2069,0023_003_06502-06566_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_003_06502-06566_6', 'start_frame': 4535, 'end_frame': 4599, 'label': [6], 'view': 'center', 'filenames': '0023_003_06502-06566_6.mp4', 'durations': 64}",6
2071,2071,0023_005_06628-06692_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0023_005_06628-06692_13', 'start_frame': 6564, 'end_frame': 6628, 'label': [13], 'view': 'center', 'filenames': '0023_005_06628-06692_13.mp4', 'durations': 64}",13
2072,2072,0023_006_06953-07017_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0023_006_06953-07017_13', 'start_frame': 6628, 'end_frame': 6692, 'label': [13], 'view': 'center', 'filenames': '0023_006_06953-07017_13.mp4', 'durations': 64}",13
2073,2073,0023_007_07297-07361_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0023_007_07297-07361_11', 'start_frame': 6953, 'end_frame': 7017, 'label': [11], 'view': 'center', 'filenames': '0023_007_07297-07361_11.mp4', 'durations': 64}",11
2074,2074,0023_008_07361-07425_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0023_008_07361-07425_11', 'start_frame': 7297, 'end_frame': 7361, 'label': [11], 'view': 'center', 'filenames': '0023_008_07361-07425_11.mp4', 'durations': 64}",11
2075,2075,0023_009_07425-07489_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0023_009_07425-07489_11', 'start_frame': 7361, 'end_frame': 7425, 'label': [11], 'view': 'center', 'filenames': '0023_009_07425-07489_11.mp4', 'durations': 64}",11
2077,2077,0023_011_07546-07610_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_011_07546-07610_2', 'start_frame': 7431, 'end_frame': 7495, 'label': [2], 'view': 'center', 'filenames': '0023_011_07546-07610_2.mp4', 'durations': 64}",2
2078,2078,0023_012_07586-07650_14.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],"{'sample_id': '0023_012_07586-07650_14', 'start_frame': 7546, 'end_frame': 7610, 'label': [14], 'view': 'center', 'filenames': '0023_012_07586-07650_14.mp4', 'durations': 64}",14
2079,2079,0023_013_10747-10811_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_013_10747-10811_6', 'start_frame': 7586, 'end_frame': 7650, 'label': [6], 'view': 'center', 'filenames': '0023_013_10747-10811_6.mp4', 'durations': 64}",6
2080,2080,0023_014_10811-10875_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_014_10811-10875_4', 'start_frame': 10747, 'end_frame': 10811, 'label': [4], 'view': 'center', 'filenames': '0023_014_10811-10875_4.mp4', 'durations': 64}",4
2081,2081,0023_015_10828-10892_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_015_10828-10892_4', 'start_frame': 10811, 'end_frame': 10875, 'label': [4], 'view': 'center', 'filenames': '0023_015_10828-10892_4.mp4', 'durations': 64}",4
2082,2082,0023_016_11971-12035_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_016_11971-12035_4', 'start_frame': 10828, 'end_frame': 10892, 'label': [4], 'view': 'center', 'filenames': '0023_016_11971-12035_4.mp4', 'durations': 64}",4
2083,2083,0023_017_12035-12099_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_017_12035-12099_4', 'start_frame': 11971, 'end_frame': 12035, 'label': [4], 'view': 'center', 'filenames': '0023_017_12035-12099_4.mp4', 'durations': 64}",4
2084,2084,0023_018_15659-15723_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_018_15659-15723_4', 'start_frame': 12035, 'end_frame': 12099, 'label': [4], 'view': 'center', 'filenames': '0023_018_15659-15723_4.mp4', 'durations': 64}",4
2086,2086,0023_020_16762-16826_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_020_16762-16826_6', 'start_frame': 15691, 'end_frame': 15755, 'label': [6], 'view': 'center', 'filenames': '0023_020_16762-16826_6.mp4', 'durations': 64}",6
2088,2088,0023_022_21300-21364_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0023_022_21300-21364_6', 'start_frame': 16790, 'end_frame': 16854, 'label': [6], 'view': 'center', 'filenames': '0023_022_21300-21364_6.mp4', 'durations': 64}",6
2089,2089,0024_000_01477-01541_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_000_01477-01541_4', 'start_frame': 273, 'end_frame': 337, 'label': [4], 'view': 'center', 'filenames': '0024_000_01477-01541_4.mp4', 'durations': 64}",4
2090,2090,0024_001_01541-01605_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_001_01541-01605_4', 'start_frame': 1477, 'end_frame': 1541, 'label': [4], 'view': 'center', 'filenames': '0024_001_01541-01605_4.mp4', 'durations': 64}",4
2091,2091,0024_002_01583-01647_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_002_01583-01647_4', 'start_frame': 1541, 'end_frame': 1605, 'label': [4], 'view': 'center', 'filenames': '0024_002_01583-01647_4.mp4', 'durations': 64}",4
2092,2092,0024_003_01647-01711_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_003_01647-01711_4', 'start_frame': 1583, 'end_frame': 1647, 'label': [4], 'view': 'center', 'filenames': '0024_003_01647-01711_4.mp4', 'durations': 64}",4
