,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata
1682,1682,0019_030_11593-11657_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0019_030_11593-11657_11', 'start_frame': 11445, 'end_frame': 11509, 'label': [11], 'view': 'center', 'filenames': '0019_030_11593-11657_11.mp4', 'durations': 64}"
1683,1683,0019_031_11867-11931_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_031_11867-11931_2', 'start_frame': 11593, 'end_frame': 11657, 'label': [2], 'view': 'center', 'filenames': '0019_031_11867-11931_2.mp4', 'durations': 64}"
1685,1685,0019_033_12191-12255_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_033_12191-12255_2', 'start_frame': 12125, 'end_frame': 12189, 'label': [2], 'view': 'center', 'filenames': '0019_033_12191-12255_2.mp4', 'durations': 64}"
1689,1689,0019_037_12685-12749_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_037_12685-12749_2', 'start_frame': 12599, 'end_frame': 12663, 'label': [2], 'view': 'center', 'filenames': '0019_037_12685-12749_2.mp4', 'durations': 64}"
1692,1692,0019_040_15008-15072_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_040_15008-15072_2', 'start_frame': 14599, 'end_frame': 14663, 'label': [2], 'view': 'center', 'filenames': '0019_040_15008-15072_2.mp4', 'durations': 64}"
1694,1694,0019_042_15485-15549_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_042_15485-15549_2', 'start_frame': 15058, 'end_frame': 15122, 'label': [2], 'view': 'center', 'filenames': '0019_042_15485-15549_2.mp4', 'durations': 64}"
1697,1697,0019_045_15721-15785_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_045_15721-15785_2', 'start_frame': 15673, 'end_frame': 15737, 'label': [2], 'view': 'center', 'filenames': '0019_045_15721-15785_2.mp4', 'durations': 64}"
1699,1699,0019_047_16500-16564_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_047_16500-16564_2', 'start_frame': 15731, 'end_frame': 15795, 'label': [2], 'view': 'center', 'filenames': '0019_047_16500-16564_2.mp4', 'durations': 64}"
1701,1701,0019_049_16705-16769_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_049_16705-16769_2', 'start_frame': 16549, 'end_frame': 16613, 'label': [2], 'view': 'center', 'filenames': '0019_049_16705-16769_2.mp4', 'durations': 64}"
1703,1703,0019_051_16928-16992_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_051_16928-16992_2', 'start_frame': 16784, 'end_frame': 16848, 'label': [2], 'view': 'center', 'filenames': '0019_051_16928-16992_2.mp4', 'durations': 64}"
1705,1705,0019_053_17078-17142_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_053_17078-17142_2', 'start_frame': 16974, 'end_frame': 17038, 'label': [2], 'view': 'center', 'filenames': '0019_053_17078-17142_2.mp4', 'durations': 64}"
1710,1710,0019_058_17627-17691_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_058_17627-17691_2', 'start_frame': 17481, 'end_frame': 17545, 'label': [2], 'view': 'center', 'filenames': '0019_058_17627-17691_2.mp4', 'durations': 64}"
1712,1712,0019_060_17963-18027_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_060_17963-18027_2', 'start_frame': 17642, 'end_frame': 17706, 'label': [2], 'view': 'center', 'filenames': '0019_060_17963-18027_2.mp4', 'durations': 64}"
1728,1728,0019_076_22501-22565_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_076_22501-22565_2', 'start_frame': 22452, 'end_frame': 22516, 'label': [2], 'view': 'center', 'filenames': '0019_076_22501-22565_2.mp4', 'durations': 64}"
1730,1730,0019_078_22737-22801_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_078_22737-22801_2', 'start_frame': 22562, 'end_frame': 22626, 'label': [2], 'view': 'center', 'filenames': '0019_078_22737-22801_2.mp4', 'durations': 64}"
1732,1732,0019_080_22994-23058_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_080_22994-23058_2', 'start_frame': 22941, 'end_frame': 23005, 'label': [2], 'view': 'center', 'filenames': '0019_080_22994-23058_2.mp4', 'durations': 64}"
1734,1734,0019_082_23498-23562_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_082_23498-23562_2', 'start_frame': 23446, 'end_frame': 23510, 'label': [2], 'view': 'center', 'filenames': '0019_082_23498-23562_2.mp4', 'durations': 64}"
1740,1740,0019_088_24131-24195_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_088_24131-24195_2', 'start_frame': 23773, 'end_frame': 23837, 'label': [2], 'view': 'center', 'filenames': '0019_088_24131-24195_2.mp4', 'durations': 64}"
1742,1742,0019_090_24467-24531_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0019_090_24467-24531_2', 'start_frame': 24176, 'end_frame': 24240, 'label': [2], 'view': 'center', 'filenames': '0019_090_24467-24531_2.mp4', 'durations': 64}"
1744,1744,0020_001_00673-00737_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0020_001_00673-00737_11', 'start_frame': 609, 'end_frame': 673, 'label': [11], 'view': 'center', 'filenames': '0020_001_00673-00737_11.mp4', 'durations': 64}"
1745,1745,0020_002_00713-00777_11-5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0020_002_00713-00777_11-5', 'start_frame': 673, 'end_frame': 737, 'label': [11, 5], 'view': 'center', 'filenames': '0020_002_00713-00777_11-5.mp4', 'durations': 64}"
1746,1746,0020_003_02098-02162_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_003_02098-02162_5', 'start_frame': 713, 'end_frame': 777, 'label': [5], 'view': 'center', 'filenames': '0020_003_02098-02162_5.mp4', 'durations': 64}"
1747,1747,0020_004_02154-02218_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0020_004_02154-02218_11-7', 'start_frame': 2098, 'end_frame': 2162, 'label': [11, 7], 'view': 'center', 'filenames': '0020_004_02154-02218_11-7.mp4', 'durations': 64}"
1748,1748,0020_005_02971-03035_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_005_02971-03035_7', 'start_frame': 2154, 'end_frame': 2218, 'label': [7], 'view': 'center', 'filenames': '0020_005_02971-03035_7.mp4', 'durations': 64}"
1757,1757,0020_014_03425-03489_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0020_014_03425-03489_13', 'start_frame': 3364, 'end_frame': 3428, 'label': [13], 'view': 'center', 'filenames': '0020_014_03425-03489_13.mp4', 'durations': 64}"
1758,1758,0020_015_03696-03760_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_015_03696-03760_7', 'start_frame': 3425, 'end_frame': 3489, 'label': [7], 'view': 'center', 'filenames': '0020_015_03696-03760_7.mp4', 'durations': 64}"
1762,1762,0020_019_04401-04465_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_019_04401-04465_6', 'start_frame': 3827, 'end_frame': 3891, 'label': [6], 'view': 'center', 'filenames': '0020_019_04401-04465_6.mp4', 'durations': 64}"
1767,1767,0020_024_05289-05353_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0020_024_05289-05353_11-7', 'start_frame': 5259, 'end_frame': 5323, 'label': [11, 7], 'view': 'center', 'filenames': '0020_024_05289-05353_11-7.mp4', 'durations': 64}"
1768,1768,0020_025_05945-06009_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_025_05945-06009_7', 'start_frame': 5289, 'end_frame': 5353, 'label': [7], 'view': 'center', 'filenames': '0020_025_05945-06009_7.mp4', 'durations': 64}"
1773,1773,0020_030_06542-06606_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0020_030_06542-06606_11', 'start_frame': 6472, 'end_frame': 6536, 'label': [11], 'view': 'center', 'filenames': '0020_030_06542-06606_11.mp4', 'durations': 64}"
1774,1774,0020_032_06647-06711_14.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],"{'sample_id': '0020_032_06647-06711_14', 'start_frame': 6608, 'end_frame': 6672, 'label': [14], 'view': 'center', 'filenames': '0020_032_06647-06711_14.mp4', 'durations': 64}"
1775,1775,0020_033_07035-07099_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_033_07035-07099_6', 'start_frame': 6647, 'end_frame': 6711, 'label': [6], 'view': 'center', 'filenames': '0020_033_07035-07099_6.mp4', 'durations': 64}"
1789,1789,0020_047_11195-11259_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_047_11195-11259_5', 'start_frame': 11131, 'end_frame': 11195, 'label': [5], 'view': 'center', 'filenames': '0020_047_11195-11259_5.mp4', 'durations': 64}"
1790,1790,0020_048_11222-11286_5-1.mp4,,64,center,[0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_048_11222-11286_5-1', 'start_frame': 11195, 'end_frame': 11259, 'label': [5, 1], 'view': 'center', 'filenames': '0020_048_11222-11286_5-1.mp4', 'durations': 64}"
1791,1791,0020_049_11259-11323_1-6.mp4,,64,center,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_049_11259-11323_1-6', 'start_frame': 11222, 'end_frame': 11286, 'label': [1, 6], 'view': 'center', 'filenames': '0020_049_11259-11323_1-6.mp4', 'durations': 64}"
1792,1792,0020_050_11597-11661_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_050_11597-11661_6', 'start_frame': 11259, 'end_frame': 11323, 'label': [6], 'view': 'center', 'filenames': '0020_050_11597-11661_6.mp4', 'durations': 64}"
1812,1812,0020_070_15375-15439_14.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],"{'sample_id': '0020_070_15375-15439_14', 'start_frame': 15307, 'end_frame': 15371, 'label': [14], 'view': 'center', 'filenames': '0020_070_15375-15439_14.mp4', 'durations': 64}"
1813,1813,0020_071_15439-15503_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_071_15439-15503_1', 'start_frame': 15375, 'end_frame': 15439, 'label': [1], 'view': 'center', 'filenames': '0020_071_15439-15503_1.mp4', 'durations': 64}"
1814,1814,0020_072_15453-15517_1-13.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0020_072_15453-15517_1-13', 'start_frame': 15439, 'end_frame': 15503, 'label': [1, 13], 'view': 'center', 'filenames': '0020_072_15453-15517_1-13.mp4', 'durations': 64}"
1815,1815,0020_073_15568-15632_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0020_073_15568-15632_13', 'start_frame': 15453, 'end_frame': 15517, 'label': [13], 'view': 'center', 'filenames': '0020_073_15568-15632_13.mp4', 'durations': 64}"
1816,1816,0020_075_15640-15704_5-2-4.mp4,,64,center,[0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_075_15640-15704_5-2-4', 'start_frame': 15632, 'end_frame': 15696, 'label': [5, 2, 4], 'view': 'center', 'filenames': '0020_075_15640-15704_5-2-4.mp4', 'durations': 64}"
1836,1836,0020_095_18212-18276_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0020_095_18212-18276_6', 'start_frame': 16632, 'end_frame': 16696, 'label': [6], 'view': 'center', 'filenames': '0020_095_18212-18276_6.mp4', 'durations': 64}"
1842,1842,0020_101_19544-19608_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0020_101_19544-19608_12', 'start_frame': 19480, 'end_frame': 19544, 'label': [12], 'view': 'center', 'filenames': '0020_101_19544-19608_12.mp4', 'durations': 64}"
1843,1843,0020_102_19553-19617_12-5-14.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.],"{'sample_id': '0020_102_19553-19617_12-5-14', 'start_frame': 19544, 'end_frame': 19608, 'label': [12, 5, 14], 'view': 'center', 'filenames': '0020_102_19553-19617_12-5-14.mp4', 'durations': 64}"
1844,1844,0020_103_19589-19653_5-14.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],"{'sample_id': '0020_103_19589-19653_5-14', 'start_frame': 19553, 'end_frame': 19617, 'label': [5, 14], 'view': 'center', 'filenames': '0020_103_19589-19653_5-14.mp4', 'durations': 64}"
1845,1845,0020_104_19643-19707_14.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],"{'sample_id': '0020_104_19643-19707_14', 'start_frame': 19589, 'end_frame': 19653, 'label': [14], 'view': 'center', 'filenames': '0020_104_19643-19707_14.mp4', 'durations': 64}"
1848,1848,0020_107_19861-19925_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0020_107_19861-19925_11', 'start_frame': 19797, 'end_frame': 19861, 'label': [11], 'view': 'center', 'filenames': '0020_107_19861-19925_11.mp4', 'durations': 64}"
1849,1849,0020_108_19951-20015_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0020_108_19951-20015_11', 'start_frame': 19861, 'end_frame': 19925, 'label': [11], 'view': 'center', 'filenames': '0020_108_19951-20015_11.mp4', 'durations': 64}"
1862,1862,0021_012_01326-01390_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_012_01326-01390_7', 'start_frame': 1262, 'end_frame': 1326, 'label': [7], 'view': 'center', 'filenames': '0021_012_01326-01390_7.mp4', 'durations': 64}"
1863,1863,0021_013_01346-01410_7-11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0021_013_01346-01410_7-11', 'start_frame': 1326, 'end_frame': 1390, 'label': [7, 11], 'view': 'center', 'filenames': '0021_013_01346-01410_7-11.mp4', 'durations': 64}"
1864,1864,0021_014_01376-01440_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0021_014_01376-01440_11-7', 'start_frame': 1346, 'end_frame': 1410, 'label': [11, 7], 'view': 'center', 'filenames': '0021_014_01376-01440_11-7.mp4', 'durations': 64}"
1877,1877,0021_027_07140-07204_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_027_07140-07204_9', 'start_frame': 7076, 'end_frame': 7140, 'label': [9], 'view': 'center', 'filenames': '0021_027_07140-07204_9.mp4', 'durations': 64}"
1878,1878,0021_028_07204-07268_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_028_07204-07268_9', 'start_frame': 7140, 'end_frame': 7204, 'label': [9], 'view': 'center', 'filenames': '0021_028_07204-07268_9.mp4', 'durations': 64}"
1879,1879,0021_029_08226-08290_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_029_08226-08290_9', 'start_frame': 7204, 'end_frame': 7268, 'label': [9], 'view': 'center', 'filenames': '0021_029_08226-08290_9.mp4', 'durations': 64}"
1882,1882,0021_032_08393-08457_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_032_08393-08457_0', 'start_frame': 8329, 'end_frame': 8393, 'label': [0], 'view': 'center', 'filenames': '0021_032_08393-08457_0.mp4', 'durations': 64}"
1883,1883,0021_033_09164-09228_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_033_09164-09228_0', 'start_frame': 8393, 'end_frame': 8457, 'label': [0], 'view': 'center', 'filenames': '0021_033_09164-09228_0.mp4', 'durations': 64}"
1887,1887,0021_037_11859-11923_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_037_11859-11923_2', 'start_frame': 10842, 'end_frame': 10906, 'label': [2], 'view': 'center', 'filenames': '0021_037_11859-11923_2.mp4', 'durations': 64}"
1888,1888,0021_038_11923-11987_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0021_038_11923-11987_12', 'start_frame': 11859, 'end_frame': 11923, 'label': [12], 'view': 'center', 'filenames': '0021_038_11923-11987_12.mp4', 'durations': 64}"
1889,1889,0021_039_11910-11974_12-2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0021_039_11910-11974_12-2', 'start_frame': 11923, 'end_frame': 11987, 'label': [12, 2], 'view': 'center', 'filenames': '0021_039_11910-11974_12-2.mp4', 'durations': 64}"
1890,1890,0021_040_12083-12147_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_040_12083-12147_2', 'start_frame': 11910, 'end_frame': 11974, 'label': [2], 'view': 'center', 'filenames': '0021_040_12083-12147_2.mp4', 'durations': 64}"
1897,1897,0021_047_14092-14156_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_047_14092-14156_0', 'start_frame': 13485, 'end_frame': 13549, 'label': [0], 'view': 'center', 'filenames': '0021_047_14092-14156_0.mp4', 'durations': 64}"
1903,1903,0021_053_16964-17028_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_053_16964-17028_2', 'start_frame': 16406, 'end_frame': 16470, 'label': [2], 'view': 'center', 'filenames': '0021_053_16964-17028_2.mp4', 'durations': 64}"
1910,1910,0021_060_19189-19253_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_060_19189-19253_9', 'start_frame': 19020, 'end_frame': 19084, 'label': [9], 'view': 'center', 'filenames': '0021_060_19189-19253_9.mp4', 'durations': 64}"
1922,1922,0021_072_23683-23747_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0021_072_23683-23747_9', 'start_frame': 23333, 'end_frame': 23397, 'label': [9], 'view': 'center', 'filenames': '0021_072_23683-23747_9.mp4', 'durations': 64}"
1927,1927,0022_001_00805-00869_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0022_001_00805-00869_12', 'start_frame': 761, 'end_frame': 825, 'label': [12], 'view': 'center', 'filenames': '0022_001_00805-00869_12.mp4', 'durations': 64}"
1931,1931,0022_005_01452-01516_11-13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],"{'sample_id': '0022_005_01452-01516_11-13', 'start_frame': 1392, 'end_frame': 1456, 'label': [11, 13], 'view': 'center', 'filenames': '0022_005_01452-01516_11-13.mp4', 'durations': 64}"
1932,1932,0022_006_01524-01588_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_006_01524-01588_13', 'start_frame': 1452, 'end_frame': 1516, 'label': [13], 'view': 'center', 'filenames': '0022_006_01524-01588_13.mp4', 'durations': 64}"
1933,1933,0022_007_01588-01652_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_007_01588-01652_13', 'start_frame': 1524, 'end_frame': 1588, 'label': [13], 'view': 'center', 'filenames': '0022_007_01588-01652_13.mp4', 'durations': 64}"
1936,1936,0022_010_01898-01962_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0022_010_01898-01962_12', 'start_frame': 1843, 'end_frame': 1907, 'label': [12], 'view': 'center', 'filenames': '0022_010_01898-01962_12.mp4', 'durations': 64}"
1937,1937,0022_011_01960-02024_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_011_01960-02024_13', 'start_frame': 1898, 'end_frame': 1962, 'label': [13], 'view': 'center', 'filenames': '0022_011_01960-02024_13.mp4', 'durations': 64}"
1939,1939,0022_013_02266-02330_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_013_02266-02330_7', 'start_frame': 1987, 'end_frame': 2051, 'label': [7], 'view': 'center', 'filenames': '0022_013_02266-02330_7.mp4', 'durations': 64}"
1943,1943,0022_017_03054-03118_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0022_017_03054-03118_7', 'start_frame': 2876, 'end_frame': 2940, 'label': [7], 'view': 'center', 'filenames': '0022_017_03054-03118_7.mp4', 'durations': 64}"
1944,1944,0022_018_03295-03359_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_018_03295-03359_11', 'start_frame': 3054, 'end_frame': 3118, 'label': [11], 'view': 'center', 'filenames': '0022_018_03295-03359_11.mp4', 'durations': 64}"
1947,1947,0022_021_03447-03511_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_021_03447-03511_11-7', 'start_frame': 3414, 'end_frame': 3478, 'label': [11, 7], 'view': 'center', 'filenames': '0022_021_03447-03511_11-7.mp4', 'durations': 64}"
1951,1951,0022_025_04222-04286_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_025_04222-04286_11', 'start_frame': 4158, 'end_frame': 4222, 'label': [11], 'view': 'center', 'filenames': '0022_025_04222-04286_11.mp4', 'durations': 64}"
1952,1952,0022_026_04426-04490_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_026_04426-04490_11', 'start_frame': 4222, 'end_frame': 4286, 'label': [11], 'view': 'center', 'filenames': '0022_026_04426-04490_11.mp4', 'durations': 64}"
1956,1956,0022_030_05065-05129_7-11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_030_05065-05129_7-11', 'start_frame': 5029, 'end_frame': 5093, 'label': [7, 11], 'view': 'center', 'filenames': '0022_030_05065-05129_7-11.mp4', 'durations': 64}"
1957,1957,0022_031_05085-05149_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0022_031_05085-05149_11-7', 'start_frame': 5065, 'end_frame': 5129, 'label': [11, 7], 'view': 'center', 'filenames': '0022_031_05085-05149_11-7.mp4', 'durations': 64}"
1964,1964,0022_038_06468-06532_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0022_038_06468-06532_13', 'start_frame': 6404, 'end_frame': 6468, 'label': [13], 'view': 'center', 'filenames': '0022_038_06468-06532_13.mp4', 'durations': 64}"
