,filenames,blean,fidg,flean,fmov,hmov,hnod,hshk,htfa,readj,shrai,bg
1041,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0485.npy,0,0,0,0,0,0,0,0,0,0,1
1043,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0487.npy,0,0,0,0,0,0,0,0,0,0,1
1044,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0488.npy,0,0,0,0,0,0,0,0,0,0,1
1047,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0491.npy,0,0,0,0,0,0,0,0,0,0,1
1048,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0492.npy,0,0,0,0,0,0,0,0,0,0,1
1049,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0493.npy,0,0,0,0,0,0,0,0,0,0,1
1050,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0494.npy,0,0,0,0,0,0,0,0,0,0,1
1052,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0496.npy,0,0,0,0,0,0,0,0,0,0,1
1053,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0497.npy,0,0,0,0,0,0,0,0,0,0,1
1054,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0498.npy,0,0,0,0,0,0,0,0,0,0,1
1055,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0499.npy,0,0,0,0,0,0,0,0,0,0,1
1057,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0501.npy,0,0,0,0,0,0,0,0,0,0,1
1058,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0502.npy,0,0,0,0,0,0,0,0,0,0,1
1059,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0503.npy,0,0,0,0,0,0,0,0,0,0,1
1061,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0505.npy,0,0,0,0,0,0,0,0,0,0,1
1062,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0506.npy,0,0,0,0,0,0,0,0,0,0,1
1063,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0507.npy,0,0,0,0,0,0,0,0,0,0,1
1064,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0508.npy,0,0,0,0,0,0,0,0,0,0,1
1065,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0509.npy,0,0,0,0,0,0,0,0,0,0,1
1066,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0510.npy,0,0,0,0,0,0,0,0,0,0,1
1067,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0511.npy,0,0,0,0,0,0,0,0,0,0,1
1068,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0512.npy,0,0,0,0,0,0,0,0,0,0,1
1070,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0514.npy,0,0,0,0,0,0,0,0,0,0,1
1071,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0515.npy,0,0,0,0,0,0,0,0,0,0,1
1072,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0516.npy,0,0,0,0,0,0,0,0,0,0,1
1073,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0517.npy,0,0,0,0,0,0,0,0,0,0,1
1074,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0518.npy,0,0,0,0,0,0,0,0,0,0,1
1075,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0519.npy,0,0,0,0,0,0,0,0,0,0,1
1076,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0520.npy,0,0,0,0,0,0,0,0,0,0,1
1078,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0522.npy,0,0,0,0,0,0,0,0,0,0,1
1079,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0523.npy,0,0,0,0,0,0,0,0,0,0,1
1080,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0524.npy,0,0,0,0,0,0,0,0,0,0,1
1081,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0525.npy,0,0,0,0,0,0,0,0,0,0,1
1082,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0526.npy,0,0,0,0,0,0,0,0,0,0,1
1083,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0527.npy,0,0,0,0,0,0,0,0,0,0,1
1084,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0528.npy,0,0,0,0,0,0,0,0,0,0,1
1085,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0529.npy,0,0,0,0,0,0,0,0,0,0,1
1086,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0530.npy,0,0,0,0,0,0,0,0,0,0,1
1087,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0531.npy,0,0,0,0,0,0,0,0,0,0,1
1089,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0533.npy,0,0,0,0,0,0,0,0,0,0,1
1090,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0534.npy,0,0,0,0,0,0,0,0,0,0,1
1091,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0535.npy,0,0,0,0,0,0,0,0,0,0,1
1094,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0538.npy,0,0,0,0,0,0,0,0,0,0,1
1095,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0539.npy,0,0,0,0,0,0,0,0,0,0,1
1096,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0540.npy,0,0,0,0,0,0,0,0,0,0,1
1098,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0542.npy,0,0,0,0,0,0,0,0,0,0,1
1099,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0543.npy,0,0,0,0,0,0,0,0,0,0,1
1100,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0544.npy,0,0,0,0,0,0,0,0,0,0,1
1101,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0545.npy,0,0,0,0,0,0,0,0,0,0,1
1102,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0546.npy,0,0,0,0,0,0,0,0,0,0,1
1103,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0547.npy,0,0,0,0,0,0,0,0,0,0,1
1104,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0548.npy,0,0,0,0,0,0,0,0,0,0,1
1105,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0549.npy,0,0,0,0,0,0,0,0,0,0,1
1106,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0550.npy,0,0,0,0,0,0,0,0,0,0,1
1107,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0551.npy,0,0,0,0,0,0,0,0,0,0,1
1110,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0554.npy,0,0,0,0,0,0,0,0,0,0,1
1111,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam3_segmented_split/right/features/feat_0555.npy,0,0,0,0,0,0,0,0,0,0,1
1112,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0000.npy,0,0,0,1,0,0,0,0,0,0,0
1113,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0001.npy,0,0,0,0,0,0,0,0,0,0,1
1114,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0002.npy,0,0,0,0,0,0,0,0,0,0,1
1116,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0004.npy,0,0,0,0,1,1,0,0,0,0,0
1117,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0005.npy,0,0,0,0,1,1,0,0,0,0,0
1118,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0006.npy,0,1,0,1,1,1,0,0,0,0,0
1120,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0008.npy,0,0,0,0,1,1,0,0,0,0,0
1121,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0009.npy,0,0,0,0,1,1,0,0,0,0,0
1123,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0011.npy,0,0,0,0,0,0,0,0,0,0,1
1124,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0012.npy,0,0,0,0,0,0,0,0,0,0,1
1125,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0013.npy,0,0,0,0,1,1,0,0,0,0,0
1128,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0016.npy,0,0,0,0,0,0,0,0,0,0,1
1131,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0019.npy,0,0,0,0,0,0,0,0,0,0,1
1132,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0020.npy,0,0,0,0,1,1,0,0,0,0,0
1133,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0021.npy,0,0,0,0,1,0,0,0,0,0,0
1134,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0022.npy,0,0,0,0,0,0,0,0,0,0,1
1135,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0023.npy,0,0,0,0,0,0,0,0,0,0,1
1136,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0024.npy,0,0,1,1,1,0,0,0,1,0,0
1137,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0025.npy,1,0,0,1,1,1,0,0,1,0,0
1138,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0026.npy,0,0,0,1,0,0,0,0,0,0,0
1146,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0034.npy,0,0,0,1,1,1,0,0,0,0,0
1148,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0036.npy,0,0,0,1,1,1,0,0,0,0,0
1151,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0039.npy,0,0,0,0,0,0,0,0,0,0,1
1153,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0041.npy,0,0,0,0,0,0,0,0,0,0,1
1157,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0045.npy,0,0,0,0,1,1,0,0,0,0,0
1158,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0046.npy,0,0,0,0,0,0,0,0,0,0,1
1159,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0047.npy,0,0,0,0,0,0,0,0,0,0,1
1161,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0049.npy,0,0,0,0,0,0,0,1,0,0,0
1163,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0051.npy,0,0,0,0,1,1,0,0,0,0,0
1164,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0052.npy,1,0,0,0,1,0,0,0,1,0,0
1165,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0053.npy,0,0,0,1,1,1,0,0,0,0,0
1166,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0054.npy,0,0,0,0,0,0,0,0,0,0,1
1169,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0057.npy,0,0,0,0,0,0,0,0,0,0,1
1170,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0058.npy,1,0,0,0,0,0,0,0,1,0,0
1173,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0061.npy,0,0,0,1,1,1,0,0,0,0,0
1174,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0062.npy,0,0,0,1,0,0,0,0,0,0,0
1175,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0063.npy,0,0,0,0,0,0,0,0,0,0,1
1176,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0064.npy,0,0,0,0,0,0,0,0,0,0,1
1177,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0065.npy,0,0,0,0,0,0,0,0,0,0,1
1178,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0066.npy,0,0,0,0,1,1,0,0,0,0,0
1179,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0067.npy,0,0,0,0,0,0,0,0,0,0,1
1180,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0068.npy,0,0,0,0,0,0,0,0,0,0,1
1181,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0069.npy,0,0,0,0,1,1,0,0,0,0,0
1182,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0070.npy,0,0,0,1,1,1,0,0,0,0,0
1183,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0071.npy,0,0,0,0,1,1,0,0,0,0,0
1184,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0072.npy,0,0,0,0,0,0,0,0,0,0,1
1185,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0073.npy,0,0,0,0,0,0,0,0,0,0,1
1186,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0074.npy,0,0,0,0,0,0,0,0,0,0,1
1187,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0075.npy,0,0,0,0,0,0,0,0,0,0,1
1189,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0077.npy,0,0,0,1,1,1,0,0,0,0,0
1190,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0078.npy,0,0,0,0,0,0,0,0,0,0,1
1191,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0079.npy,0,0,0,0,1,1,0,0,0,0,0
1192,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0080.npy,0,0,0,0,1,1,0,0,0,0,0
1193,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0081.npy,0,0,0,0,0,0,0,0,0,0,1
1194,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0082.npy,0,0,0,0,0,0,0,0,0,0,1
1196,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0084.npy,0,0,0,0,1,1,0,0,0,0,0
1198,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0086.npy,0,0,0,0,0,0,0,0,0,0,1
1200,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0088.npy,0,0,0,1,1,1,0,0,0,0,0
1202,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0090.npy,0,0,0,1,0,0,0,0,0,0,0
1203,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0091.npy,0,0,0,0,0,0,0,0,0,0,1
1204,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0092.npy,0,0,0,0,0,0,0,0,0,0,1
1206,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0094.npy,0,0,0,0,1,1,0,0,0,0,0
1207,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0095.npy,0,0,0,0,1,1,0,0,0,0,0
1208,/videos/mpi_data/2Itzik/dyadic_communication/PIS_ID_000_FEATURES/VideoMAE_ViT-B_checkpoint_Kinetics-400/Cam4_segmented_split/left/features/feat_0096.npy,0,0,0,0,0,0,0,0,0,0,1
